No.,Cod.,"Centro de Costo","Punto BI",Agencia,Ubicación,Dirección,"Tiempo de respuesta","Base de Patrullaje","Patrullaje Para Abastecimiento","TIEMPO DE RESPUESTA (MN)","SECTOR OPERATIVO",VALORES
1045,C878,08.4.378,CAJERO,"ATM LA TORRE VILLA NUEVA (C878) FORZA",LOCAL,"Calzada Concepción y 5 calle, zona 6. Villa Nueva",0:12:00,"villa nueva",NO,0.006944444,Nazaret,EBANO
1046,C880,08.4.381,CAJERO,"ATM MAXI TRIGALES XELA (C880) FORZA",DEPARTAMENTAL,"9 Calle 0-211 zona 7, Quetazaltenango",0:10:00,Xela,NO,0.006944444,XELA,EBANO
1047,C881,08.3.221,CAJERO,"ATM SALCAJA (C881) AGENCIA",DEPARTAMENTAL,"3ª 0-49 Zona 1, Salcaja",0:20:00,"Metropol Xela",NO,"Sin Cobertura",,EBANO
1048,C882,08.3.219,CAJERO,"ATM TOTONICAPAN (C882) AGENCIA",DEPARTAMENTAL,"7A. Avenida  y 5a. Calle, Zona 1, Totonicapán",0:10:00,Totonicapan,NO,"Sin Cobertura",,EBANO
1049,C883,08.3.218,CAJERO,"ATM MARGARITAS LOBBY (C883) AGENCIA",LOCAL,"Diagonal 6 Zona 10 , Lobby torre 2, Centro Gerenci",0:10:00,"zona 10",NO,"Sin Cobertura",,EBANO
1050,C884,08.4.392,CAJERO,"ATM C.C. CARDALES (C884) FORZA",LOCAL,"Diagonal 35 boulevard Austriaco 16-27 zona 16",0:15:00,"Zona 15",NO,"Sin Cobertura",,EBANO
1051,C886,08.4.383,CAJERO,"ATM DESP. ESPERANZA XELA (C886) FORZA",DEPARTAMENTAL,"1ra. Calle 5-79 Zona 1 La Esperanza, Quetzaltenango",0:13,xela,NO,0.006944444,XELA,EBANO
1052,C887,08.4.380,CAJERO,"ATM DESP. CATALINA V. N. (C887) PROSEGUR",LOCAL,"Km 14.5 Carretera al Pacifico, de sur a norte",0:15:00,"villa nueva",NO,0.006944444,Nazaret,EBANO
1053,C888,08.5.186,CAJERO,"ATM CLUB ITALIANO (C888) FORZA",LOCAL,"10 Calle 2-11 zona 10 Guatemala Interior Club Ital",0:10:00,"Zona 10",NO,"Sin Cobertura",,EBANO
1054,C889,08.5.187,CAJERO,"ATM ADMINISTRACION IJSUD (C889) FORZA",LOCAL,"2 Calle 15-65 zona 13, Edificio El Acueducto",0:10:00,Américas,NO,"Sin Cobertura",,EBANO
1055,C890,08.5.185,CAJERO,"ATM CENTRO EMPRESARIAL MUXBAL (C890) PROSEGUR",LOCAL,"Km. 8.6 Antigua Carretera a El Salvador, Edificio",0:15:00,Condado,NO,"Sin Cobertura",,EBANO
1056,C891,08.3.220,CAJERO,"ATM RENAP CENTRAL (C891) AGENCIA",LOCAL,"Calzada Roosevelt 13-46 zona 7, Edificio Renap Cen",0:10:00,Roosevelt,NO,"Sin Cobertura",,EBANO
1057,C892,08.4.379,CAJERO,"ATM LA TORRE LA QUINTA (C892) FORZA",LOCAL,"Calzada an Juan 13-90 Zona 7",0:10:00,"SAN JUAN",NO,0.006944444,Francia,EBANO
1058,C894,08.4.384,CAJERO,"ATM SUMA ESCUINTLA (C894) FORZA",DEPARTAMENTAL,"Kilometro 63.7 Autopista Puerto Quetza, Escuintla",0:12:00,Escuintla,NO,"Sin Cobertura",NO,EBANO
1059,C895,08.4.389,CAJERO,"ATM PACIFIC OIL BOCA DEL MONTE (C895) PROSEGUR",LOCAL,"Kilometro 13 Carretera a Villa Canales, Boca Del Monte",0:20:00,AMERICAS,NO,"Sin Cobertura",,EBANO
1060,C896,08.4.390,CAJERO,"ATM PACIFIC OIL ATLANTICO (C896) PROSEGUR",LOCAL,"Km 6.5 Carretera al Atlántico zona 18, Guatemala",0:10:00,NORTE,NO,"Sin Cobertura",,EBANO
1061,C897,08.4.386,CAJERO,"ATM C.C. SAN FRANCISCO (C897) PROSEGUR",LOCAL,"Boulevard El Caminero 14-32 Zona 6 Mixco",0:12:00,FLORIDA,NO,"Sin Cobertura",,EBANO
1062,C898,08.4.391,CAJERO,"ATM PACIFIC OIL CHIMALTENANGO (C898) FORZA",DEPARTAMENTAL,"Km. 52.5 Carretera Interamericana, Chimaltenango",0:10:00,Chimaltenango,NO,"Sin Cobertura",,EBANO
1063,C899,08.4.388,CAJERO,"ATM C.C. ATANACIO III (C899) PROSEGUR",LOCAL,"Avenida Petapa 51-57 Zona 12",0:10:00,"ZONA 12",NO,"Sin Cobertura",,EBANO
1064,C900,08.4.387,CAJERO,"ATM C.C. ATANASIO IV (C900) PROSEGUR",LOCAL,"Avenida Petapa 51-57 Zona 12 C. C. AtanaSIo, Entra",0:10:00,"ZONA 12",NO,"Sin Cobertura",,EBANO
1065,C901,08.4.385,CAJERO,"ATM PLAZA COMERCIAL TZUL (C901) FORZA",LOCAL,"23 Avenida 42-11 zona 12, Boulevard Atanasio Tzul.",0:10:00,"ZONA 12",NO,"Sin Cobertura",,EBANO
1066,C902,08.5.188,CAJERO,"ATM HACIENDA REAL ZONA 16 (C902) FORZA",LOCAL,"BOULEVAR PRINCIPAL, RESIDENCIALES HACIENDA REAL",0:20:00,"ZONA 15",NO,"Sin Cobertura",,EBANO
1067,C903,08.4.427,CAJERO,"ATM SHELL RIO DULCE (C903) PROSEGUR",DEPARTAMENTAL,"KM. 274 RUTA A PETÉN, ENSENADA NANA JUANA, ALDEA FRONTERA, RIO DULCE",1:00:00,Morales,NO,"Sin Cobertura",,EBANO
1068,C904,08.4.398,CAJERO,"ATM LA TORRE COATEPEQUE (C904) FORZA",DEPARTAMENTAL,"Calzada Álvaro Arzú, Km 220 Carretera al Pacifico,",0:15:00,"AGENCIA COATEPEQUE",NO,0.006944444,COATEPEQUE,EBANO
1069,C905,08.5.189,CAJERO,"ATM INDIANA NET WEAR (C905) FORZA",LOCAL,"5 Calle 5-26 Zona 6,  Villa Nueva",0:12:00,"BASE VILLA NUEVA",NO,"Sin Cobertura",,EBANO
1070,C906,08.4.401,CAJERO,"ATM PLAZA FUTECA SAN CRISTOBAL (C906) PROSEGUR",LOCAL,"19 Avenida 1-65 Boulevard San Cristobal, Zona 8 Mixco",0:10:00,"BASE SAN CRISTOBAL",NO,"Sin Cobertura",,EBANO
1071,C907,08.4.396,CAJERO,"ATM C.C. PLAZA FLORENCIA (C907) PROSEGUR",LOCAL,"Calzada San Juan30-81 Zona 7 C. C. Plaza Florencia",0:10:00,"San Juan",NO,"Sin Cobertura",,EBANO
1072,C908,08.4.411,CAJERO,"ATM C.C. MARTI 7 (C908) PROSEGUR",LOCAL,"Calle Martì y 6 Avenida esquina Zona 2, Guatemala,",0:10:00,Parroquia,NO,"Sin Cobertura",,EBANO
1073,C909,08.3.102,CAJERO,"ATM AUTO AMERICAS I (C909) AGENCIA",LOCAL,"20 Calle 0-70 Zona 10",0:10:00,"Base Americas",SI,"Sin Cobertura",,EBANO
1074,C910,08.3.103,CAJERO,"ATM XELA I (C910) FORZA",DEPARTAMENTAL,"11 av. 5 calle z.1 Quetzaltenango",0:10:00,"Agencia Xela",NO,"Sin Cobertura",,EBANO
1075,C911,08.5.061,CAJERO,"ATM LICORERA NACIONAL (C911) QSA",LOCAL,"Carretera Roosevelt Km. 16.5 Mixco",0:10:00,"Base Oficinas Centrales",NO,"Sin Cobertura",,EBANO
1076,C912,08.5.062,CAJERO,"ATM CAMINO REAL (C912) PROSEGUR",LOCAL,"Reforma 14-01 Z. 10 Plaza Biltmore",0:10:00,"Base Zona 10",NO,"Sin Cobertura",,EBANO
1077,C913,08.4.399,CAJERO,"ATM LA TORRE SAN LUCAS (C913) FORZA",DEPARTAMENTAL,"Kilometro 29.9 Carretera Interamericana, C. C. San Lucas",0:10:00,"AGENCIA SAN LUCAS",NO,0.006944444,"SAN LUCAS",EBANO
1078,C916,08.5.063,CAJERO," ATM U. FRANCISCO MARROQUIN (C916) PROSEGUR",LOCAL,"UniverSIdad Fco. Marroquin  cuarto nivel",0:15:00,"Base Zona 10",NO,"Sin Cobertura",,EBANO
1079,C917,08.4.402,CAJERO,"ATM FARMACIA BELEN S. PEDRO SAC. (C917) PROSEGUR",LOCAL,"4 Avenida 4-38 Zona 2, San Pedro Sacatepequez, Guatemala",0:35:00,"BASE CENTRAL",NO,"Sin Cobertura",,EBANO
1080,C919,08.5.065,CAJERO,"ATM MARIANO GALVEZ (C919) AGENCIA",LOCAL,"3 Av. 9-00 zona 2 Finca El Zapote",0:10:00,"Base B.I. Parroquia",NO,"Sin Cobertura",,EBANO
1081,C920,08.4.400,CAJERO,"ATM SUPMERCADO VILLA HER. I (C920) FORZA",LOCAL,"32 ave. "B"" 20-02 Z.7, Villa Hermosa, San Miguel Petapa"",0:20:00,"BASE VILLA NUEVA",NO,0.006944444,Nazaret,EBANO
1082,C921,08.4.395,CAJERO,"ATM SUPMERCADO VILLA HERMOSA II (C921) FORZA",LOCAL,"23 calle 20-19 z.7, Villa Hermosa, San Miguel PetaPA",0:20:00,"BASE VILLA NUEVA",NO,0.006944444,Nazaret,EBANO
1083,C922,08.3.104,CAJERO,"ATM PANAJACHEL (C922) AGENCIA",DEPARTAMENTAL,"Calle Santander 4-05 z1 Panajachel",0:30:00,"Supervisor de Chichicastenango",SI,"Sin Cobertura",,EBANO
1084,C923,08.3.222,CAJERO,"ATM PRADERA XELA II (C923) AGENCIA",DEPARTAMENTAL,"Av. Las Américas C.C. La Pradera Xela, Local 50 y 51",0:10:00,"Metropol Xela",NO,"Sin Cobertura",,EBANO
1085,C925,08.5.192,CAJERO,"ATM ACEROS DE GUATEMALA (C925) FORZA",DEPARTAMENTAL,"Km. 65.5 Caretera Antigua a Puerto de San Josè, Ma",0:15:00,Escuintla,NO,"Sin Cobertura",,EBANO
1086,C926,08.3.224,CAJERO,"ATM SAN RAFAEL LAS FLORES (C926) AGENCIA",DEPARTAMENTAL,"Kilometro 97.5 Carretera a San Rafael Las Flores,",1:30:00,Jalapa,NO,"Sin Cobertura",,EBANO
1087,C927,08.3.225,CAJERO,"ATM TRINIDAD COATEPEQUE (C927) AGENCIA",DEPARTAMENTAL,"CALZADA ALVARO ARZU, ENTRADA PRINCIPAL A COATEPEQUE",0:15:00,Coatepeque,NO,"Sin Cobertura",,EBANO
1088,C928,08.3.223,CAJERO,"ATM PLAZA VARIETA (C928) AGENCIA",LOCAL,"Boulevard Jacarandas lote 3, zona 16, locales L16",0:16,"Zona 15",NO,"Sin Cobertura",,EBANO
1089,C929,08.3.232,CAJERO,"ATM EL CORTIJO (C929) AGENCIA",LOCAL,"Avenida Ferrocarril 19-97 Zona 12 Calzada AtanaSIo",0:10:00,Petapa,NO,"Sin Cobertura",,EBANO
1090,C930,08.3.226,CAJERO,"ATM METROPLAZA JUTIAPA (C930) AGENCIA",DEPARTAMENTAL,"Kilometro 117 carretera a Jutiapa, Centro Comercia",0:10:00,Jutiapa,NO,"Sin Cobertura",,EBANO
1091,C931,08.3.229,CAJERO,"ATM PASEO CAYALA (C931) AGENCIA",LOCAL,"26 calle 9-33 zona 16 Guatemala, Ciudad Cayala",0:15:00,"Zons 15",NO,"Sin Cobertura",,EBANO
1092,C933,08.4.414,CAJERO,"ATM OAKLAND MALL 4 (SOTANO 1)  (C933) FORZA",LOCAL,"Diagonal 6 13-01 zona 10, Centro Comercial Oakland",0:12:00,"Zona 10",NO,"Sin Cobertura",,EBANO
1093,C934,08.4.424,CAJERO,"ATM PLAZA AMERICAS MAZATENANGO (C934) FORZA",DEPARTAMENTAL,"KM. 158 CARRETERA HACIA MAZATENANGO, SUCHITEPEQUEZ",0:10:00,Mazatenango,NO,"Sin Cobertura",,EBANO
1094,C936,08.4.403,CAJERO,"ATM PLAZA EL NARANJO II (C936) FORZA",LOCAL,"Finca El Naranjo Lote 2-A zona 4 Mixco, Guatemala",0:15:00,"San Juan",NO,"Sin Cobertura",,EBANO
1095,C937,08.4.426,CAJERO,"ATM SUP 24 LA ISLA (C937) FORZA",DEPARTAMENTAL,"KM 75.5 CARRETERA A EL SALVADOR CUILAPA, SANTA ROSA",0:35:00,Barberena,NO,"Sin Cobertura",,EBANO
1096,C938,08.5.195,CAJERO,"ATM USAC ODONTOLOGIA (C938) FORZA",LOCAL,"Edificio M-4 Ciudad UniverSItaria Zona 12",0:10:00,Petapa,NO,"Sin Cobertura",,EBANO
1097,C939,08.4.425,CAJERO,"ATM C.C. PORTALES 3 (C939) FORZA",LOCAL,"CARRETERA AL ATLANTICO ZONA 17. CENTRO COMERCIAL PORTALES",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1098,C940,08.4.412,CAJERO,"ATM SUP DEL BARRIO MARTINICO (C940) PROSEGUR",LOCAL,"16 avenida 9-67 zona 6, El Martinico, Guatemala",0:10:00,Parroquia,NO,0.006944444,España,EBANO
1099,C941,,CAJERO," ATM MI SUP DEL BARRIO HNO PED. (C941) PROSEGUR",LOCAL,"Km. 14.5 Carretera al Atlántico, Residenciales Hermano Pedro, Zona 25, Guatemala.",0:20:00,"Base Norte",NO,0.013888889,España,EBANO
1100,C942,08.4.410,CAJERO,"ATM SUP DEL BARRIO S. CATA. PIN. (C942) FORZA",LOCAL,"5 Avenida 0-10 Zona 1, Santa Catarina Pinula, Guat",0:15:00,Americas,NO,0.010416667,"Italia - Londres",EBANO
1101,C946,08.4.404,CAJERO,"ATM MAXI DESP. AMATITLAN (C946) FORZA",LOCAL,"7a Calle Poniente 13-94, Canton Hospital del Municipio",0:23,"Villa Nueva",NO,0.006944444,Oslo,EBANO
1102,C947,08.4.420,CAJERO,"ATM MAXI DESP. S JOSE PIN. (C947) FORZA",LOCAL,"Kilómetro 22.1 Carretera RN 18 de Zona 1, San José",0:25:00,Condado,NO,0.013888889,Londres,EBANO
1103,C948,08.4.405,CAJERO,"ATM MAXI VILLA NUEVA (C948) FORZA",LOCAL,"Km 2.5 Carretera a San Miguel Petapa, Zona 4 Villa Nueva",0:10:00,"Villa Nueva",NO,0.006944444,Nazaret,EBANO
1104,C949,08.4.407,CAJERO,"ATM MAXI CHIMALTENANGO II (C949) PROSEGUR",DEPARTAMENTAL,"Carretera Interamericana 7-270 Zona 4 Chimaltenango",0:10:00,Chimaltenango,NO,0.006944444,CHIMALTENANGO,EBANO
1105,C950,08.4.408,CAJERO,"ATM MAXI PUERTO DE SAN JOSE (C950) PROSEGUR",DEPARTAMENTAL,"Av. 30 de Junio y Av. Del comercio, aldea el Peñate",0:10:00,"Puerto San Jose",NO,"Sin Cobertura",NO,EBANO
1106,C951,08.4.409,CAJERO,"ATM SHELL EL FRUTAL II (C951) FORZA",LOCAL,"12 Avenida 10-89 Zona 5 Villa Nueva, El Frutal",0:15:00,"Villa Nueva",NO,"Sin Cobertura",,EBANO
1107,C952,08.5.196,CAJERO,"ATM EDIFICIO ARREND (C952) FORZA",LOCAL,"7 Calle “A” 7-31 Z. 9 Edificio Arrend, Lobby Primer Nivel",0:10:00,"Zona 9",NO,"Sin Cobertura",,EBANO
1108,C953,08.5.200,CAJERO,"ATM TERMIUN (C953) FORZA",LOCAL,"8 Calle 14-41 Zona 4 Villa Nueva, Parque Industrial Las Americas",0:10:00,"Villa Nueva",NO,"Sin Cobertura",,EBANO
1109,C954,08.4.415,CAJERO,"ATM SELECT FRAIJANES (C954) FORZA",LOCAL,"Km 20.5 Carretera a El Salvador, Fraijanes, Guatem",0:15:00,Condado,NO,"Sin Cobertura",,EBANO
1110,C955,08.4.416,CAJERO,"ATM PACIFIC OIL MONTE MARIA (C955) FORZA",LOCAL,"Calzada Aguilar Batres 44-81 zona 12, Monte Marìa,",0:10:00,"Aguilar Batres",NO,"Sin Cobertura",,EBANO
1111,C956,08.3.228,CAJERO,"ATM CENTRA NORTE 1 (C956) AGENCIA",LOCAL,"KM. 8.5 CARRETERA AL ATLANTICO ZONA 17.",0:12:00,Norte,NO,"Sin Cobertura",,EBANO
1112,C957,08.4.421,CAJERO,"ATM CENTRA NORTE 2 (C957) PROSEGUR",LOCAL,"KM. 8.5 CARRETERA AL ATLANTICO ZONA 17.",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1113,C958,08.4.422,CAJERO,"ATM CENTRA NORTE 3 (C958) PROSEGUR",LOCAL,"KM. 8.5 CARRETERA AL ATLANTICO ZONA 17.",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1114,C959,08.4.423,CAJERO,"ATM CENTRA NORTE 4 (C959) PROSEGUR",LOCAL,"KILOMETRO 8.5 CARRETERA AL ATLANTICO ZONA 17.",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1115,C960,08.5.199,CAJERO,"ATM ADMINSTRADORA CRECE EL NARANJO (C960) FORZA",LOCAL,"23 CALLE 14-58 ZONA 4 DE MIXCO, CONDADO EL NARANJO",0:15:00,"San Juan",NO,"Sin Cobertura",,EBANO
1116,C961,08.4.430,CAJERO,"ATM PLAZA QUIZNOS PETAPA (C961) FORZA",LOCAL,"Av. Petapa 35-01 zona 12, Santa Elisa, Guatemala",0:10:00,Petapa,NO,"Sin Cobertura",,EBANO
1117,C962,08.5.197,CAJERO,"ATM PAO SAN JORGE ZACAPA (C962) FORZA",DEPARTAMENTAL,"KM. 154 ALDEA SAN JORGE, FINCA SAN JORGE. ZACAPA",0:20:00,Zacapa,NO,"Sin Cobertura",,EBANO
1118,C963,08.5.198,CAJERO,"ATM COMPAÑIA GUAT. DE NIQUEL (C963) FORZA",DEPARTAMENTAL,"KM 4.5 CARRETERA HACIA COBÁN, EL ESTOR IZABAL",2:20:00,Morales,NO,"Sin Cobertura",,EBANO
1119,C964,08.4.417,CAJERO,"ATM C.C. VISTA MUXBAL (C964) FORZA",LOCAL,"Km 9.5 Antigua Carretera a El Salvador, Santa Catarina Pinula",0:15:00,Americas,NO,"Sin Cobertura",,EBANO
1120,C966,08.5.201,CAJERO,"ATM GRASAS Y ACEITES (C966) FORZA",DEPARTAMENTAL,"Km 60.5 carretera Antigua al Puerto San José, Escu",0:20:00,Escuintla,NO,"Sin Cobertura",,EBANO
1121,C967,08.4.418,CAJERO,"ATM C.C. MEGA SEIS III (C967) PROSEGUR",LOCAL,"15 Avenida Final 16-11 zona 6 Centro Comercial Mega Seis",0:12:00,Parroquia,NO,"Sin Cobertura",,EBANO
1122,C968,08.4.429,CAJERO,"ATM PACIFIC OIL SAN ANTONIO (C968) FORZA",LOCAL,"16 Av. 1-10 zona 5, Villa Nueva, Guatemala",0:12:00,"Villa Nueva",NO,"Sin Cobertura",,EBANO
1123,C970,08.4.432,CAJERO,"ATM PASEO MIRAFLORES V (C970) PROSEGUR",LOCAL,"21 Avenida 4-32, zona 11, Centro Comercial Galería",0:10:00,Roosvelth,NO,"Sin Cobertura",,EBANO
1124,C971,08.3.231,CAJERO,"ATM IRTRA COROZOS (C971) AGENCIA",DEPARTAMENTAL,"Kilometro 180.5 San Martin Zapotitlan Retalhuleu",0:20:00,Retalhuleu,NO,"Sin Cobertura",,EBANO
1125,C972,08.3.230,CAJERO,"ATM PALENCIA (C972) AGENCIA",LOCAL,"Calle Real, Paseo de Los Reyes 3-74 Cantòn Ojo de",0:30:00,Norte,NO,"Sin Cobertura",,EBANO
1126,C973,08.4.431,CAJERO,"ATM SUP 24 PUERTO QUETZAL (C973) FORZA",DEPARTAMENTAL,"Km 101 Autopista Puerto Quetzal, Puerto de San Jose",0:20:00,"Puerto San Jose",NO,"Sin Cobertura",,EBANO
1127,C974,08.5.202,CAJERO,"ATM BAYER AMATITLAN (C974) FORZA",LOCAL,"Km 29.5 Carretera al Pacífico Amatitlán",0:20:00,"Villa Nueva",NO,"Sin Cobertura",,EBANO
1128,C975,08.4.433,CAJERO,"ATM C. C. METRO NORTE 3 (C975) FORZA",LOCAL,"Carretera al Atlántico Km. 5 Zona 17, Centro Comercial",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1129,C976,08.5.203,CAJERO,"ATM COMUNIDAD JUDIA (C976) PROSEGUR",LOCAL,"7 AVENIDA 13-51, Zona 9",0:10:00,"Zona 9",NO,"Sin Cobertura",,EBANO
1130,C978,08.3.234,CAJERO,"ATM MINUTO MUXBAL (C978) AGENCIA",LOCAL,"Km. 13.5 Antigua Carretera a El Salvador, Centro Comercial Minuto Muxbal, local 16, Santa Catarina Pinula.",0:10:00,Condado,NO,"Sin Cobertura",,EBANO
1131,C979,08.3.235,CAJERO,"ATM AUTO MARISCAL (C979) AGENCIA",LOCAL,"Calzada Aguilar Batres y 13 calle z. 11",0:10:00,"Aguilar batres",SI,"Sin Cobertura",,EBANO
1132,C980,08.4.434,CAJERO,"ATM PAIZ SAN LUCAS (C980) FORZA",DEPARTAMENTAL," Kilometro 29 carretera Interamericana, Centro Comercial Las Puertas San Lucas, San Lucas, Sacatepéquez.",0:12:00,"San Lucas",NO,0.006944444,"SAN LUCAS",EBANO
1133,C981,08.4.436,CAJERO,"ATM SURTIAHORRO (C981) PROSEGUR",LOCAL,"11 Ave. 12 Calle Zona 18 Colonia La Barreda",0:10:00,Norte,NO,0.006944444,España,EBANO
1134,C982,08.4.446,CAJERO,"ATM LA TORRE CAYALA (C982) FORZA",LOCAL,"Boulevard Rafalel Landívar 10-05 zona 16 C.C. Paseo Cayalá edificio  A1 ",0:10:00,"zona 15",NO,0.006944444,Canada,EBANO
1135,C983,08.4.451,CAJERO,"ATM DESP. S JUAN OSTUNCALCO(C983) FORZA",DEPARTAMENTAL,"Km. 216.5 Cantòn San Sebastìan, San Juan Ostuncalco",0:20:00,Quetzaltenango,NO,"Sin Cobertura",NO,EBANO
1136,C984,08.4.447,CAJERO,"ATM LA BARATA BOCA DEL MONTE (C984) FORZA",LOCAL,"1 Avenida 5-48 zona 1 Boca del Monte",0:12:00,Americas,NO,0.010416667,"Italia - Haiti",EBANO
1137,C985,08.4.472,CAJERO,"ATM DESP. SAN PABLO (C985) FORZA",DEPARTAMENTAL,"2da calle 1-075 zona 1 San Pablo, San Marcos",0:30:00,Malacatan,NO,"Sin Cobertura",NO,EBANO
1138,C987,08.4.435,CAJERO,"ATM PLAZA QUIZNOS Z. 4 (C987) PROSEGUR",LOCAL,"7 Avenida 2-63 Zona 4, Guatemala.",0:10:00,Zona-4,NO,"Sin Cobertura",,EBANO
1139,C988,08.3.236,CAJERO,"ATM GRAN CARCHA (C988) AGENCIA",DEPARTAMENTAL,"7a. Calle 6-15 A, zona 2, San Pedro Carcha, Alta Verapaz",0:25:00,Cobán,NO,"Sin Cobertura",,EBANO
1140,C989,08.3.237,CAJERO,"ATM LAS PUERTAS SAN LUCAS (C989) AGENCIA",DEPARTAMENTAL,"Km 29.5 de la Carretera Interamericana, San Lucas",0:12:00,"San Lucas",NO,"Sin Cobertura",,EBANO
1141,C990,08.4.440,CAJERO,"ATM SUP DEL BARRIO MAYA (C990) PROSEGUR",LOCAL,"Manzana 5, lote 598, colonia Maya, zona 18, Guatemala",0:10:00,Norte,NO,0.010416667,España,EBANO
1142,C991,08.4.439,CAJERO,"ATM LA TORRE ARRAZOLA (C991) FORZA",LOCAL,"Km. 16.5 Carretera a El Salvador, C. C. Fuentes de",0:10:00,Condado,NO,0.006944444,Londres,EBANO
1143,C992,08.4.437,CAJERO,"ATM MINISUP. SAN ANGEL (C992)  PROSEGUR",LOCAL,"13 Avenida "A"" 22-38 zona 2, Centro Comercial San Angel"",0:10:00,"Parroquia zona 6",NO,"Sin Cobertura",,EBANO
1144,C993,08.4.438,CAJERO,"ATM C.C. PORTALES 4 (C993) AGENCIA",LOCAL,"Carretera al Atlántico, zona 17, Centro Comercial Portales",0:10:00,Norte,NO,"Sin Cobertura",,EBANO
1145,C995,08.4.441,CAJERO,"ATM LA TORRE CENTRA SUR (C995) FORZA",LOCAL,"23 Calle 1-55 zona 12. Interior C. C. Cenma, local PB6",0:12:00,Petapa,NO,0.010416667,Nazaret,EBANO
1146,C996,08.4.442,CAJERO,"ATM LA TORRE METRONORTE (C996) FORZA",LOCAL,"Km. 5 Carr al Atlantico, zona 17. C. C. Metronorte, Interior Supermercado La Torre",0:10:00,Norte,NO,0.006944444,España,EBANO
1147,C998,08.3.238,CAJERO,"ATM SANKRIS (C998) AGENCIA",LOCAL,"3ra calle (Boulevard San Cristóbal) Sector A3 6-72",0:10:00,"San Cristóbal",NO,"Sin Cobertura",,EBANO
1148,CA01,08.4.495,CAJERO,"ATM LA TORRE XELA 2  (CA01) FORZA",DEPARTAMENTAL,"7 Avenida 0-61 zona 2, Quetzaltenango",0:10:00,Quetzaltenango,NO,0.006944444,XELA,EBANO
1149,CA02,08.4.494,CAJERO,"ATM LA TORRE PLAZA PINULA (CA02) PROSEGUR",LOCAL,"Km 17.4 Carr a San Jose Pinula, Centro Comercial Plaza Pinula",0:10:00,Condado,NO,0.006944444,Londres,EBANO
1150,CA03,08.4.496,CAJERO,"ATM LA TORRE JALAPA 2 (CA03)PROSEGUR",DEPARTAMENTAL,"1ra Calle y 2da Avenida "A"" C. C. San Francisco, zona 2, Jalapa."",0:10:00,"Ebano Jalapa",NO,"Sin Cobertura",NO,EBANO
1151,CA05,08.4.498,CAJERO," ATM LA TORRE TIQUISATE (CA05) PROSEGUR",DEPARTAMENTAL,"Calzada principal 1-01 zona 1, Tiquisate, Escuintla.",0:10:00,"Ebano Tiquisate",NO,"Sin Cobertura",NO,EBANO
1152,CAA1,08.3.267,CAJERO,"ATM PLAYA GRANDE (CAA1) AGENCIA",DEPARTAMENTAL,"Lote 2 Zona 1, Playa Grande, Ixcan, Quiche",5:00:00," Ebano Cobán",NO,"Sin Cobertura",,EBANO
1153,CAA2,08.3.268,CAJERO,"ATM NARANJO MALL 1 (CAA2) AGENCIA",LOCAL,"23 calle 10-00 zona 4, Condado Naranjo, Sotano 1, Mixco, Guatemala, ",0:12:00,"San Juan",GRATIS,"Sin Cobertura",,EBANO
1154,CAA3,08.3.269,CAJERO,"ATM NARANJO MALL 2 (CAA3) AGENCIA",LOCAL,"23 calle 10-00 zona 4, Condado Naranjo, Nivel 1, Mixco, Guatemala,",0:12:00,"San Juan",GRATIS,"Sin Cobertura",,EBANO
1155,CAA4,08.3.270,CAJERO,"ATM NARANJO MALL 3 (CAA4) AGENCIA",LOCAL,"23 calle 10-00 zona 4, Condado Naranjo, Plaza Financiera, nivel 2, Mixco, Guatemala, ",0:12:00,"San Juan",GRATIS,"Sin Cobertura",,EBANO
1156,CAA5,08.3.271,CAJERO,"ATM PLAZA MADERO ROOSEVELT (CAA5) AGENCIA",LOCAL,"Km 13.5 Calzada Roosevelt 7-59 zona 3, Colonia Cotio,  C. C. Plaza Madero, local 19,20 y 21, Mixco Guatemala.",0:10:00,"Base Central",NO,"Sin Cobertura",,EBANO
1157,CAA6,08.3.272,CAJERO,"ATM AUTO CONDADO NARANJO (CAA6) AGENCIA",LOCAL,"Boulevard El Naranjo 13-64 Condado Naranjo Local 11, zona 4, Mixco, Guatemala.",0:15:00,"Base Florida",SI,"Sin Cobertura",,EBANO
1158,CAA7,08.5.227,CAJERO,"ATM CLINICA MEDICA ZONA 10 (CAA7) FORZA",LOCAL,"4ta Avenida 15-73 zona 10, Guatemala, Guatemala",0:15:00,"Zona 10",NO,"Sin Cobertura",,EBANO
1159,CAA8,08.3.273,CAJERO,"ATM RABINAL (CAA8) AGENCIA",DEPARTAMENTAL,"3ra. avenida entre 1ra. Y 2da. Calle de la Zona 2",1:30:00,Salamá,NO,"Sin Cobertura",,EBANO
1160,CAB1,08.3.276,CAJERO,"ATM AGENCIA WTC 1 (CAB1) AGENCIA",LOCAL,"15 Avenida 5-00 zona 13, Edificio WTC local 121",0:10:00,"Base Américas",NO,"Sin Cobertura",,EBANO
